,Variable,Position,Label de,Label en,Skala,N,Format,Missing
995,fq04a,996,Wie viel Saft?    ,how much juice,Ordinal,15731,F2,-7
996,fq05,997,Wie oft Leitungswasser?    ,How often tap water?,Ordinal,15659,F2,-7
997,fq05a,998,Wie viel Leitungswasser?    ,How much tap water?,Ordinal,15601,F2,-7
998,fq06,999,Wie oft Mineralwasser?    ,How often mineral water?,Ordinal,15680,F2,-7
999,fq06a,1000,Wie viel Mineralwasser?    ,How much mineral water?,Ordinal,15654,F2,-7
1000,fq07,1001,Wie oft Früchte- oder Kräutertee?  ,How often fruit or herbal tea?,Ordinal,15735,F2,-7
1001,fq07a,1002,Wie viel Früchte- oder Kräutertee?  ,How much fruit or herbal tea?,Ordinal,15693,F2,-7
1002,fq08,1003,Wie oft schwarzer oder grüner Tee? ,How often black or green tea?,Ordinal,15670,F2,-7
1003,fq08a,1004,Wie viel schwarzer oder grüner Tee? ,How much black or green tea?,Ordinal,15666,F2,-7
1004,fq09,1005,Wie oft Kaffee?    ,How often coffee?,Ordinal,15711,F2,-7
1005,fq09a,1006,Wie viel Kaffee?    ,how much coffee,Ordinal,15695,F2,-7
1006,fq10,1007,"Wie oft Müsli, Cornflakes oder Smacks? ","How often muesli, cornflakes or smacks?",Ordinal,15763,F2,-7
1007,fq10a,1008,"Wie viel Müsli, Cornflakes oder Smacks? ","How much muesli, cornflakes or smacks?",Ordinal,15735,F2,-7
1008,fq11,1009,Wie oft Vollkornbrot/-brötchen oder Schwarzbrot?  ,How often wholemeal bread/rolls or brown bread?,Ordinal,15755,F2,-7
1009,fq11a,1010,Wie viel Vollkornbrot/-brötchen oder Schwarzbrot?  ,How much wholemeal bread/rolls or brown bread?,Ordinal,15708,F2,-7
1010,fq12,1011,"Wie oft Weißbrot, Graubrot oder Brötchen? ","How often white bread, brown bread or rolls?",Ordinal,15803,F2,-7
1011,fq12a,1012,"Wie viel Weißbrot, Graubrot oder Brötchen? ","How much white bread, brown bread or rolls?",Ordinal,15788,F2,-7
1012,fq13,1013,Wie oft Butter?    ,How often butter?,Ordinal,15721,F2,-7
1013,fq13a,1014,Wie viel Butter?    ,how much butter,Ordinal,15627,F2,-7
1014,fq14,1015,Wie oft Margarine?    ,How often margarine?,Ordinal,15664,F2,-7
1015,fq14a,1016,Wie viel Margarine?    ,how much margarine,Ordinal,15625,F2,-7
1016,fq15,1017,"Wie oft Käse (Weich-, Schnitt- oder Hartkäse)? ","How often cheese (soft, sliced or hard cheese)?",Ordinal,15782,F2,-7
1017,fq15a,1018,"Wie viel Käse (Weich-, Schnitt- oder Hartkäse)? ","How much cheese (soft, sliced or hard cheese)?",Ordinal,15738,F2,-7
1018,fq15b,1019,Wie oft fettarmer Käse davon?  ,How often low-fat cheese like this?,Ordinal,14182,F2,-7
1019,fq16,1020,"Wie oft Quark, Joghurt oder Dickmilch? ","How often quark, yoghurt or sour milk?",Ordinal,15804,F2,-7
1020,fq16a,1021,"Wie viel Quark, Joghurt oder Dickmilch? ","How much quark, yoghurt or sour milk?",Ordinal,15763,F2,-7
1021,fq16b,1022,"Wie oft fettarmer Quark, Joghurt, Dickmilch ","How often low-fat cottage cheese, yogurt, sour milk",Ordinal,14950,F2,-7
1022,fq17,1023,Wie oft Frischkäse?    ,How often cream cheese?,Ordinal,15676,F2,-7
1023,fq17a,1024,Wie viel Frischkäse?    ,How much cream cheese?,Ordinal,15651,F2,-7
1024,fq17b,1025,Wie oft fettarmer Frischkäse davon?  ,How often low-fat cream cheese like this?,Ordinal,11274,F2,-7
1025,fq18,1026,Wie oft Eier?    ,How often eggs?,Ordinal,15785,F2,-7
1026,fq18a,1027,Wie viel Eier?    ,how many eggs,Ordinal,15779,F2,-7
1027,fq19,1028,Wie oft Suppe?    ,How often soup?,Ordinal,15802,F2,-7
1028,fq19a,1029,Wie viel Suppe?    ,how much soup,Ordinal,15785,F2,-7
1029,fq20,1030,"Wie oft Fleisch (ohne Geflügel, ohne Wurst)? ","How often meat (without poultry, without sausage)?",Ordinal,15704,F2,-7
1030,fq20a,1031,"Wie viel Fleisch (ohne Geflügel, ohne Wurst)? ","How much meat (without poultry, without sausage)?",Ordinal,15675,F2,-7
1031,fq20b,1032,Wie oft paniertes Fleisch?   ,How often breaded meat?,Ordinal,14952,F2,-7
1032,fq21,1033,Wie oft Geflügel?    ,How often poultry?,Ordinal,15684,F2,-7
1033,fq21a,1034,Wie viel Geflügel?    ,How much poultry?,Ordinal,15677,F2,-7
1034,fq21b,1035,Wie oft paniertes bzw. frittiertes Geflügel? ,How often breaded or fried poultry?,Ordinal,14868,F2,-7
1035,fq22,1036,Wie oft Wurst oder Schinken?  ,How often sausage or ham?,Ordinal,15716,F2,-7
1036,fq22a,1037,Wie viel Wurst oder Schinken?  ,How much sausage or ham?,Ordinal,15684,F2,-7
1037,fq23,1038,Wie oft Fisch?    ,How often fish?,Ordinal,15788,F2,-7
1038,fq23a,1039,Wie viel Fisch?    ,how much fish,Ordinal,15754,F2,-7
1039,fq23b,1040,Wie oft panierten oder frittierten Fisch ,How often breaded or fried fish,Ordinal,13636,F2,-7
1040,fq24,1041,Wie oft frisches Obst?   ,How often fresh fruit?,Ordinal,15800,F2,-7
1041,fq24a,1042,Wie viel frisches Obst?   ,How much fresh fruit?,Ordinal,15799,F2,-7
1042,fq25,1043,Wie oft gekochtes Obst oder Konservenobst? ,How often cooked fruit or canned fruit?,Ordinal,15750,F2,-7
1043,fq25a,1044,Wie viel gekochtes Obst oder Konservenobst? ,How much cooked fruit or canned fruit?,Ordinal,15711,F2,-7
1044,fq26,1045,Wie oft gekochtes Gemüse?   ,How often cooked vegetables?,Ordinal,15746,F2,-7
1045,fq26a,1046,Wie viel gekochtes Gemüse?   ,How many cooked vegetables?,Ordinal,15726,F2,-7
1046,fq27,1047,Wie oft Tiefkühlgemüse?    ,How often frozen vegetables?,Ordinal,15693,F2,-7
1047,fq27a,1048,Wie viel Tiefkühlgemüse?    ,How much frozen vegetables?,Ordinal,15678,F2,-7
1048,fq28,1049,Wie oft Konservengemüse?    ,How often canned vegetables?,Ordinal,15679,F2,-7
1049,fq28a,1050,Wie viel Konservengemüse?    ,How many canned vegetables?,Ordinal,15631,F2,-7
1050,fq29,1051,"Wie oft Blattsalat, Rohkost oder rohes Gemüse? ","How often lettuce, raw vegetables or raw vegetables?",Ordinal,15786,F2,-7
1051,fq29a,1052,"Wie viel Blattsalat, Rohkost oder rohes Gemüse? ","How much lettuce, raw food or raw vegetables?",Ordinal,15749,F2,-7
1052,fq29b,1053,Wie viel Salatdressing dazu?   ,How much salad dressing with that?,Ordinal,14651,F2,-7
1053,fq30,1054,Wie oft Nudeln oder Reis?  ,How often pasta or rice?,Ordinal,15811,F2,-7
1054,fq30a,1055,Wie viel Nudeln oder Reis?  ,How much pasta or rice?,Ordinal,15814,F2,-7
1055,fq31,1056,Wie oft gekochte Kartoffeln?   ,How often boiled potatoes?,Ordinal,15804,F2,-7
1056,fq31a,1057,Wie viel gekochte Kartoffeln?   ,How many boiled potatoes?,Ordinal,15796,F2,-7
1057,fq32,1058,Wie oft frittierte oder gebratene Kartoffeln? ,How often fried or fried potatoes?,Ordinal,15795,F2,-7
1058,fq32a,1059,Wie viel frittierte oder gebratene Kartoffeln? ,How much fried or fried potatoes?,Ordinal,15764,F2,-7
1059,fq33,1060,"Wie oft Brat-, Currywurst, Hamburger oder Döner ","How often bratwurst, currywurst, hamburger or kebab",Ordinal,15770,F2,-7
1060,fq33a,1061,"Wie viel Brat-, Currywurst, Hamburger oder Döner ","How much bratwurst, currywurst, hamburger or kebab",Ordinal,15748,F2,-7
1061,fq34,1062,Wie oft Ketchup oder Majonäse?  ,How often ketchup or mayonnaise?,Ordinal,15790,F2,-7
1062,fq34a,1063,Wie viel Ketchup oder Majonäse?  ,How much ketchup or mayonnaise?,Ordinal,15758,F2,-7
1063,fq35,1064,Wie oft Kuchen oder Gebäck (ohne Kekse)? ,How often cakes or pastries (excluding biscuits)?,Ordinal,15793,F2,-7
1064,fq35a,1065,Wie viel Kuchen oder Gebäck (ohne Kekse)? ,How much cake or pastries (excluding biscuits)?,Ordinal,15766,F2,-7
1065,fq36,1066,Wie oft Kekse?    ,How often cookies?,Ordinal,15740,F2,-7
1066,fq36a,1067,Wie viel Kekse?    ,how many cookies,Ordinal,15715,F2,-7
1067,fq37,1068,Wie oft Schokolade oder Schokoriegel?  ,How often chocolate or candy bars?,Ordinal,15757,F2,-7
1068,fq37a,1069,Wie viel Schokolade oder Schokoriegel?  ,How much chocolate or candy bar?,Ordinal,15726,F2,-7
1069,fq38,1070,Wie oft Süßigkeiten?    ,How often sweets?,Ordinal,15758,F2,-7
1070,fq38a,1071,Wie viel Süßigkeiten?    ,how much candy,Ordinal,15698,F2,-7
1071,fq39,1072,Wie oft Eis?    ,How often ice cream?,Ordinal,15732,F2,-7
1072,fq39a,1073,Wie viel Eis?    ,how much ice cream,Ordinal,15729,F2,-7
1073,fq40,1074,Wie oft Pudding oder Milchreis?  ,How often pudding or rice pudding?,Ordinal,15763,F2,-7
1074,fq40a,1075,Wie viel Pudding oder Milchreis?  ,How much pudding or rice pudding?,Ordinal,15732,F2,-7
1075,fq41,1076,Wie oft Pfannkuchen (Eierkuchen)?   ,How often pancakes (pancakes)?,Ordinal,15759,F2,-7
1076,fq41a,1077,Wie viel Pfannkuchen (Eierkuchen)?   ,How many pancakes (pancakes)?,Ordinal,15751,F2,-7
1077,fq42,1078,Wie oft Honig oder Marmelade?  ,How often honey or jam?,Ordinal,15773,F2,-7
1078,fq42a,1079,Wie viel Honig oder Marmelade?  ,How much honey or jam?,Ordinal,15732,F2,-7
1079,fq43,1080,Wie oft Nuss-Nougatcreme?    ,How often nut nougat cream?,Ordinal,15746,F2,-7
1080,fq43a,1081,Wie viel Nuss-Nougatcreme?    ,How much nut nougat cream?,Ordinal,15720,F2,-7
1081,fq44,1082,"Wie oft Knabberartikel (Chips, Salzstangen, Cracker)? ","How often snack items (crisps, pretzel sticks, crackers)?",Ordinal,15767,F2,-7
1082,fq44a,1083,"Wie viel Knabberartikel (Chips, Salzstangen, Cracker)? ","How many snack items (crisps, pretzel sticks, crackers)?",Ordinal,15724,F2,-7
1083,fq45,1084,Wie oft Nüsse?    ,How often nuts?,Ordinal,15712,F2,-7
1084,fq45a,1085,Wie viel Nüsse?    ,how many nuts,Ordinal,15695,F2,-7
1085,fq46,1086,Nimmst Du Jodsalz?    ,Do you take iodized salt?,Ordinal,15484,F2,-7
1086,fq47,1087,Nimmst Du Jodsalz mit Fluorid?  ,Do you take iodized salt with fluoride?,Ordinal,15394,F2,-7
1087,fq48,1088,Wie oft Multivitamintabletten?    ,How often multivitamin tablets?,Ordinal,15700,F2,-7
1088,fq49,1089,Andere Vitamin oder Mineralstofftabletten eingenommen?  ,Have you taken any other vitamin or mineral supplements?,Nominal,15210,F2,-7
1089,fq4901,1090,Vitamin C     ,vitamin C,Nominal,2748,F2,-7
1090,fq4902,1091,Vitamin E     ,vitamin E,Nominal,2748,F2,-7
1091,fq4903,1092,Beta-Carotin      ,beta-carotene,Nominal,2748,F2,-7
1092,fq4904,1093,Vitamin A     ,Vitamin A,Nominal,2748,F2,-7
1093,fq4905,1094,Vitamin B     ,vitamin B,Nominal,2748,F2,-7
1094,fq4906,1095,Vitamin D     ,Vitamin D,Nominal,2748,F2,-7
1095,fq4907,1096,Calcium      ,calcium,Nominal,2748,F2,-7
1096,fq4908,1097,Magnesium      ,magnesium,Nominal,2748,F2,-7
1097,fq4909,1098,Fluorid      ,fluoride,Nominal,2748,F2,-7
1098,fq4910,1099,Eisen      ,iron,Nominal,2748,F2,-7
1099,fq50,1100,Wie oft Fertiggerichte?    ,How often ready meals?,Ordinal,15669,F2,-7
1100,fq51,1101,Wie oft Light-Produkte?    ,How often light products?,Ordinal,15619,F2,-7
1101,fq52,1102,Wie oft Getränke mit Vitaminzusatz?  ,How often drinks with added vitamins?,Ordinal,15655,F2,-7
1102,fq53,1103,Wie oft Lebensmittel mit Vitamin- oder Mineralstoffzusatz? ,How often foods with added vitamins or minerals?,Ordinal,15400,F2,-7
1103,fq54,1104,Wie oft probiotische Lebensmittel?   ,How often probiotic foods?,Ordinal,15457,F2,-7
1104,bril,1105,Brillenträger      ,glasses wearer,Nominal,14783,F2,-7
1105,brilz,1106,Brille seit ... Lebensjahr   ,Glasses since ... years of age,Metrisch,2663,F2,"-7, -9"
1106,se_c,1107,Grund für Brille (kodiert)   ,Reason for glasses (coded),Nominal,2686,F2,-7
1107,sys1,1108,Systole 1.Mess. (mmHG)    ,Systole 1st meas. (mmHG),Metrisch,14662,F3,"-7, -8"
1108,amd1,1109,Arter. Mitteldruck (mmHg)    ,arter mean pressure (mmHg),Metrisch,14662,F3,"-7, -8"
1109,dia1,1110,Diastole 1.Mess. (mmHg)    ,Diastole 1st meas. (mmHg),Metrisch,14662,F3,"-7, -8"
1110,puls1,1111,Ruhepuls 1 Mess. (1/Min.)   ,Resting heart rate 1 meas. (rpm),Metrisch,234,F3,-7
1111,ampl1,1112,Amplitude 1 Messung (mmHg)   ,Amplitude 1 measurement (mmHg),Metrisch,14662,F3,-7
1112,sys2,1113,Systole 2.Mess. (mmHg)    ,Systole 2nd meas. (mmHg),Metrisch,14605,F3,"-7, -8"
1113,amd2,1114,Arter. Mitteldruck 2.Mess. (mmHg)   ,arter Medium pressure 2nd meas. (mmHg),Metrisch,14605,F3,"-7, -8"
1114,dia2,1115,Diastole 2.Mess. (mmHg)    ,Diastole 2nd meas. (mmHg),Metrisch,14605,F3,"-7, -8"
1115,puls2,1116,Ruhepuls 2.Mess. (1/Min.)    ,Resting heart rate 2nd measurement (rpm),Metrisch,14608,F3,"-7, -8"
1116,ampl2,1117,Amplitude 2 Messung (mmHg)   ,Amplitude 2 measurement (mmHg),Metrisch,14605,F3,-7
1117,sys12,1118,MW Systole (mmHg)    ,Mean Systole (mmHg),Metrisch,14702,F3,-7
1118,amd12,1119,MW arter. Mitteldruck (mmHg)   ,MW arter. mean pressure (mmHg),Metrisch,14702,F3,-7
1119,dia12,1120,MW Diastole (mmHg)    ,Mean diastole (mmHg),Metrisch,14702,F3,-7
1120,ampl12,1121,MW Amplitude (mmHg)    ,MW amplitude (mmHg),Metrisch,14702,F3,-7
1121,groeB_m,1122,1122 Indikator: Größe unterhalb des 2.5 Perzentils oder oberhalb des 97.5 Nominal Perzentils (nach Geschlecht und Alter),1122 Indicator: height below the 2.5 percentile or above the 97.5 nominal percentile (by sex and age),,17640,F3,
1122,groeB,1123,"Größe (cm), Werte <2.5 bzw. >97.5 Perzentil (nach Geschlecht und Alter) durch Mittelwert ersetzt","Height (cm), values <2.5 or >97.5 percentile (according to sex and age) replaced by mean",Metrisch,17553,F5.1,
1123,gewiB_m,1124,Indikator: Gewicht unterhalb des 2.5 Perzentils oder oberhalb des 97.5 Perzentils (nach Geschlecht und Alter),Indicator: weight below the 2.5 percentile or above the 97.5 percentile (by sex and age),Nominal,17640,F3,
1124,gewiB,1125,"Gewicht (kg), Werte <2.5 bzw. >97.5 Perzentil (nach Geschlecht und Alter) durch Mittelwert ersetzt","Weight (kg), values <2.5 or >97.5 percentile (according to sex and age) replaced by mean",Metrisch,17541,F5.1,
1125,bmiB,1126,"Body-Mass-Index (kg/qm), berechnet aus gewiB und groeB","Body mass index (kg/sqm), calculated from geweiB and groeB",Nominal,17493,F5.1,
1126,bmiKH,1127,BMI kateg. n. Kromeyer-Hauschild 2001,BMI categorized n. Kromeyer-Hauschild 2001,Ordinal,17493,F2,
1127,UeberKH,1128,Übergewicht (>P90 nach Kromeyer-Hauschild),Overweight (>P90 according to Kromeyer-Hauschild),Nominal,14746,F2,-7
1128,AdiposKH,1129,Adipositas (>P97 nach Kromeyer-Hauschild),Obesity (>P97 according to Kromeyer-Hauschild),Nominal,14746,F2,-7
1129,UeberIO,1130,Übergewicht (>P_BMI25 nach IOTF),Overweight (>P_BMI25 according to IOTF),Nominal,14746,F2,-7
1130,AdiposIO,1131,Adipositas (>P_BMI30 nach IOTF),Obesity (>P_BMI30 according to IOTF),Nominal,14746,F2,-7
1131,kopf,1132,Kopfumfang (cm)    ,head circumference (cm),Metrisch,17429,F4.1,"-8,0"
1132,arml,1133,Oberarmlänge (cm)    ,Upper arm length (cm),Metrisch,17372,F4.1,"-8,0"
1133,tail,1134,Taillenumfang (cm)    ,Waist circumference (cm),Metrisch,6744,F5.1,"-7,0, -8,0"
1134,huef,1135,Hüftumfang (cm)    ,hip circumference (cm),Metrisch,6733,F5.1,"-7,0, -8,0"
1135,whr,1136,Waist-to-Hip Ratio    ,Waist to hip ratio,Metrisch,6731,F6.4,"-70,000"
1136,WHtR,1137,Waist-to-Height Ratio    ,Waist-to-Height Ratio,Metrisch,6740,F6.4,"-70,000"
1137,ebog,1138,Ellbogenbreite (cm)    ,elbow width (cm),Metrisch,11775,F3.1,"-7,0, -8,0"
1138,tricps,1139,Hautfd. Oberarm (mm)   ,skin upper arm (mm),Metrisch,17284,F4.1,"-8,0"
1139,rueck,1140,Hautfd. Rücken (mm)   ,skin spine (mm),Metrisch,17245,F4.1,"-8,0"
1140,peri,1141,Regelblutung/Menstruation     ,menstrual period,Nominal,3775,F2,-7
1141,zuperi,1142,Zurzeit Regelblutungen    ,Currently menstrual bleeding,Nominal,2343,F2,-7
1142,scham_w,1143,"Schambehaarung lt. Abb. (subj., nach Tanner)","Pubic hair as shown (subj., after Tanner)",Ordinal,3738,F2,-7
1143,Menar,1144,Menarche     ,menarche,Ordinal,3775,F2,-7
1144,stim,1145,Stimmbruch/Mutation     ,Voice break/mutation,Ordinal,3956,F2,-7
1145,scham_m,1146,"Schambehaarung lt. Abb. (subj., nach Tanner)","Pubic hair as shown (subj., after Tanner)",Ordinal,3932,F2,-7
1146,alburin,1147,Albumin im Urin   ,albumin in the urine,Ordinal,15552,F2,
1147,ph_su,1148,pH-Wert (Spontanurin)    ,pH value (spontaneous urine),Metrisch,15634,F2,
1148,leukurin,1149,Leukozyten im Urin   ,leukocytes in the urine,Ordinal,15649,F2,
1149,nitr,1150,Nitrit im Urin   ,nitrite in the urine,Nominal,15654,F2,
1150,eiwsurin,1151,Eiweiß im Urin   ,protein in the urine,Ordinal,15661,F2,
1151,glucurin,1152,Glukose im Urin   ,glucose in the urine,Ordinal,15662,F2,
1152,keto,1153,Ketonkörper im Urin   ,ketone bodies in urine,Ordinal,15665,F2,
1153,ubg,1154,Urobilinogen im Urin   ,urobilinogen in urine,Ordinal,15663,F2,
1154,biliurin,1155,Bilirubin im Urin   ,bilirubin in the urine,Ordinal,15663,F2,
1155,eryturin,1156,Erythrozyten im Urin   ,erythrocytes in the urine,Ordinal,15663,F2,
1156,KreaUrin,1157,Kreatinin im Urin [mg/dl]  ,Creatinine in urine [mg/dl],Metrisch,15103,F8.2,
1157,uhr1_bl,1158,Uhrzeit Blutabnahme    ,Time of blood collection,Metrisch,15099,TIME5,
1158,uhr2_bl,1159,Uhrzeit letzte Mahlzeit   ,Time of last meal,Metrisch,15244,TIME5,
1159,ERYT,1160,Erythrozytenzahl (RBC) [Mio/?l]   ,Erythrocyte count (RBC) [Mio/?l],Metrisch,14072,F8.2,"-7,00"
1160,PCV,1161,Hämatokrit [%]    ,Hematocrit [%],Metrisch,14075,F8.1,"-7,0"
1161,HAEM,1162,Hämoglobin im Blut (Hb) [g/dl] ,Blood hemoglobin (Hb) [g/dl],Metrisch,14074,F8.1,"-7,0"
1162,MCH,1163,Mittlerer Hämoglobingehalt des Erythrozyten (MCH) [pg],Mean erythrocyte hemoglobin content (MCH) [pg],Metrisch,14075,F8.1,"-7,0"
1163,MCHC,1164,Mittlere Hämoglobinkonzentration der Erythrozyten (MCHC) [g/dl],Mean erythrocyte hemoglobin concentration (MCHC) [g/dl],Metrisch,14075,F8.1,"-7,0"
1164,MCV,1165,Erythrozytenvolumen (MCV) [fl]   ,Erythrocyte volume (MCV) [fl],Metrisch,14075,F8.1,"-7,0"
1165,ALKP,1166,Alkalische Phosphatase [U/l]   ,Alkaline phosphatase [U/l],Metrisch,14254,F8,-7
1166,PHOS,1167,Anorganisches Phosphat [mmol/l]   ,Inorganic phosphate [mmol/l],Metrisch,14237,F8.2,"-7,00"
1167,Eisen,1168,Eisen [?mol/l]    ,iron [?mol/l],Metrisch,14239,F8.1,"-7,0"
1168,Ferritin,1169,Ferritin [?g/l]    ,Ferritin [?g/l],Metrisch,13082,F8.2,"-7,00"
1169,Eiweiss,1170,Eiweiß ges. [g/dl]   ,total protein [g/dl],Metrisch,14158,F8.1,"-7,0"
1170,GGT,1171,Gamma-Glutamyltransferase [U/l]    ,Gamma-Glutamyltransferase [U/l],Metrisch,14254,F8,-7
1171,GLUCX,1172,Glukose im Serum [mg/dl]  ,Glucose in serum [mg/dl],Metrisch,14250,F8,-7
1172,HbA1c,1173,Glykohämoglobin 1c [%]   ,Glycohemoglobin 1c [%],Metrisch,14097,F8.1,"-7,0"
1173,SAURX,1174,Harnsäure [mg/dl]    ,uric acid [mg/dl],Metrisch,14248,F8.2,"-7,00"
1174,CHOLX,1175,Cholesterin gesamt [mg/dl]   ,Total cholesterol [mg/dl],Metrisch,14247,F8,-7
1175,HDLX,1176,HDL-Cholesterin [mg/dl]    ,HDL cholesterol [mg/dl],Metrisch,14248,F8.1,"-7,0"
1176,LDLX,1177,LDL-Cholesterin [mg/dl]    ,LDL cholesterol [mg/dl],Metrisch,14232,F8,-7
1177,GLYCX,1178,Triglyceride [mg/dl]    ,Triglycerides [mg/dl],Metrisch,14249,F8,-7
1178,KALI,1179,Kalium [mmol/l]    ,Potassium [mmol/l],Metrisch,14256,F8.2,"-7,00"
1179,KALZ,1180,Kalzium [mmol/l]    ,Calcium [mmol/l],Metrisch,14250,F8.2,"-7,00"
1180,MAGN,1181,Magnesium [mmol/l]    ,Magnesium [mmol/l],Metrisch,14209,F8.2,"-7,00"
1181,VitD,1182,25(OH)Vitamin D [nmol/l] DiaSorin  ,25(OH)Vitamin D [nmol/L] DiaSorin,Metrisch,10015,F8.2,"-7,00"
1182,STFR,1183,Löslicher Transferrin- Rezeptor [mg/l] Behring ,Soluble transferrin receptor [mg/L] Behring,Metrisch,8579,F8.2,"-7,00"
1183,VitB12,1184,Vitamin B12 [ng/l]   ,Vitamin B12 [ng/l],Metrisch,13049,F8.1,"-7,0"
1184,Homocyst,1185,Homocystein [?mol/l]    ,homocysteine [?mol/l],Metrisch,13967,F8.2,"-7,00"
1185,S_InhSCR,1186,"Sensibilisierung SX1-Screening (g6,g12,t3,w6,m2,d1,e1,e5)   ","Sensitization SX1 screening (g6,g12,t3,w6,m2,d1,e1,e5)",Nominal,14127,F2,-7
1186,S_DermPt,1187,Sensibilisierung Dermatophagoides pteronyssinus (d1)  ,Sensitization Dermatophagoides pteronyssinus (d1),Nominal,13055,F2,-7
1187,S_DermFa,1188,Sensibilisierung Dermatophagoides farinae (d2)  ,Sensitization Dermatophagoides farinae (d2),Nominal,13054,F2,-7
1188,S_Katze,1189,Sensibilisierung Katzenschuppen (e1)   ,Sensitization to cat dander (e1),Nominal,13045,F2,-7
1189,S_Pferd,1190,Sensibilisierung Pferdeepithelien (e3)   ,Sensitization of horse epithelia (e3),Nominal,13039,F2,-7
1190,S_Hund,1191,Sensibilisierung Hundeschuppen (e5)   ,Sensitization to dog dander (e5),Nominal,13046,F2,-7
1191,S_Eiklar,1192,Sensibilisierung Eiklar (f1)   ,Sensitization albumen (f1),Nominal,14153,F2,-7
1192,S_MEiws,1193,Sensibilisierung Milcheiweiß (f2)   ,Sensitization milk protein (f2),Nominal,13043,F2,-7
1193,S_WMehl,1194,Sensibilisierung Weizenmehl (f4)   ,Sensitization wheat flour (f4),Nominal,13012,F2,-7
1194,S_Reis,1195,Sensibilisierung Reismehl (f9)   ,Rice flour sensitization (f9),Nominal,13024,F2,-7
1195,S_Erdnus,1196,Sensibilisierung Erdnuss (f13)   ,sensitization peanut (f13),Nominal,13033,F2,-7
1196,S_Soja,1197,Sensibilisierung Sojabohne (f14)   ,Sensitization soybean (f14),Nominal,13033,F2,-7
1197,S_Karott,1198,Sensibilisierung Karotte (f31)   ,sensitization carrot (f31),Nominal,13015,F2,-7
1198,S_Kartof,1199,Sensibilisierung Kartoffel (f35)   ,Potato sensitization (f35),Nominal,13007,F2,-7
1199,S_GApfel,1200,Sensibilisierung Grüner Apfel (f49)  ,Awareness Green Apple (f49),Nominal,13000,F2,-7
1200,S_Liesch,1201,Sensibilisierung Lieschgras (Pollen) (g6)  ,Sensitization timothy grass (pollen) (g6),Nominal,13052,F2,-7
1201,S_Roggen,1202,Sensibilisierung Roggen (Pollen) (g12)  ,Sensitization rye (pollen) (g12),Nominal,13042,F2,-7
1202,S_Clados,1203,Sensibilisierung Cladosporium Herbarum (m2)  ,Sensitization Cladosporium Herbarum (m2),Nominal,13046,F2,-7
1203,S_Asperg,1204,Sensibilisierung Aspergillus fumigatus (m3)  ,Sensitization to Aspergillus fumigatus (m3),Nominal,13042,F2,-7
1204,S_Birke,1205,Sensibilisierung Birke (Pollen) (t3)  ,Birch (pollen) sensitization (t3),Nominal,13049,F2,-7
1205,S_Beifus,1206,Sensibilisierung Beifuß (Pollen) (w6)  ,Sensitization to mugwort (pollen) (w6),Nominal,13044,F2,-7
